time,cell0,cell1,cell2,cell3,cell4,cell5,acc_x,acc_y,acc_z,roll,pitch,yaw,latitude,longitude,satellites,speed,rpm_bl,rpm_br,rpm_fl,rpm_fr,steering,throttle
216.5,3.230117217,3.456453559,3.32430383,3.157181183,3.934268126,2.000016954,0.499142964,2.71025547,4.897322305,4.519647448,3.906293205,-80,34,34,3,9,1844,74,1997,1604,1668,1715
217,3.949292159,2.071160858,3.9890974,2.143189733,2.837470334,2.497726647,4.487487326,4.064581301,2.615448661,2.833085929,1.490692692,72,34,34,2,4,1848,40,568,1796,1594,1091
217.5,3.079964263,3.638763033,2.330372661,3.776749198,3.502959509,2.888691459,3.384784404,3.134070652,3.912187928,5.729931835,0.13276132,-42,34,34,3,35,842,296,1510,1579,1495,1961
218,3.858623618,3.226987749,3.574201263,3.632607296,2.498050737,3.432976279,3.47357272,3.217638298,5.510436913,3.263772237,0.843887114,-73,34,34,2,22,2018,1206,910,641,1625,1646
218.5,3.145623028,3.443439001,2.55092416,3.675393269,3.753489619,2.543956785,1.554180683,3.313302178,1.068707169,2.996627206,1.423999419,-8,34,34,2,2,164,1918,305,888,1070,1034
219,2.211644074,3.081060089,3.696328601,3.060951332,2.149042503,2.51242521,5.928431489,0.659826458,4.302244546,2.150745608,0.047649757,108,34,34,1,30,2239,2400,383,835,1343,1300
219.5,2.728776334,3.745806751,3.747848281,3.857790222,3.259236569,3.565854736,3.580512811,5.126310823,1.512466839,5.024531045,5.655329573,-89,34,34,2,32,1362,1468,1956,1072,1220,1765
220,3.065723147,3.651447377,3.831185796,2.421693838,3.806740179,2.912445065,4.619897428,0.145873743,4.685406369,2.727301383,0.113121463,10,34,34,0,18,1643,1748,418,134,1279,1127
220.5,2.422866436,3.523525975,3.15234324,3.712068226,3.609174503,3.163954206,4.073268279,0.263070344,0.508594939,0.310725472,3.072577793,-40,34,34,1,30,1966,1372,1138,766,1131,1200
221,2.41594033,2.70979292,2.949240577,3.487920118,3.397075013,3.849338442,2.890366025,2.266494972,4.279578485,3.570920373,0.688276342,53,34,34,0,14,1805,1354,2387,749,1259,1250
221.5,2.97670879,3.328683602,2.912633229,2.132360595,3.544231381,3.556971865,5.551753298,0.462308069,2.309959582,2.484048629,2.848323473,41,34,34,3,45,343,2171,486,402,1574,1385
222,3.564454878,3.621948983,2.311937106,2.117326037,3.344476082,2.520706559,3.376575371,5.908893204,3.49653486,5.608267864,2.34470162,-5,34,34,1,42,129,177,547,1597,1255,1959
222.5,2.976428741,3.934864572,3.992734373,2.460390455,2.19787379,3.355687928,1.807374068,3.733817262,3.77982656,4.173726998,0.217982306,76,34,34,1,26,228,1437,572,1785,1548,1129
223,3.240546172,3.804183426,2.036202251,2.929106565,2.2983059,3.877346923,2.363737542,1.995911935,3.342892674,4.67946306,3.242403962,96,34,34,3,11,157,1050,410,688,1396,1724
223.5,3.475429062,2.106492931,2.108964857,3.91579993,2.329333459,2.063204856,5.392863124,2.81877092,4.179990172,4.788067231,5.293195415,106,34,34,3,43,2186,188,137,1969,1171,1730
224,3.037393902,2.00260127,2.523601118,2.931595735,3.003334407,2.198155125,0.266202732,4.787519505,1.311155791,4.815406041,2.932272406,-149,34,34,2,43,1090,1097,2027,1942,1466,1568
224.5,2.097261355,3.27642867,3.753702292,3.978847383,3.182442677,2.963896095,0.240874405,3.023957772,3.274619904,3.823816225,0.217449836,175,34,34,0,5,1421,1034,1446,642,1209,1394
225,3.03381203,3.008003751,2.591291498,3.190770288,2.414175973,2.649971469,1.519927707,4.09759761,2.651780585,1.360092875,1.709850074,2,34,34,3,31,1371,2179,1049,315,1590,1743
225.5,3.663306027,3.101285152,2.922871399,2.91587549,3.02036153,2.334502857,2.71007018,2.379517719,5.814779251,0.116432978,1.696071302,-59,34,34,1,8,144,2052,102,2164,1109,1807
226,2.465113197,2.598873733,2.362655825,3.189655889,2.637064054,3.433985303,3.618750916,1.19229705,4.83823215,3.391877998,1.301771182,-88,34,34,1,37,1873,511,311,50,1268,1942
226.5,3.785325415,2.169695642,2.102138312,3.425479402,3.202895787,2.169063344,3.798324281,0.014044429,5.147837451,3.836373824,5.05094713,-161,34,34,2,36,1768,2331,286,1747,1360,1253
227,3.646881494,3.777925788,3.962645662,2.856050147,2.115018765,3.915379448,5.911442621,4.804764497,0.568651207,1.149792603,4.985189429,-78,34,34,1,22,1376,491,1430,1603,1127,1584
227.5,3.904654514,2.32466601,2.108399712,2.15873903,2.799230147,3.633643612,5.944443119,4.296508101,2.182235857,3.076474402,0.5704802,139,34,34,1,4,496,2135,1522,413,1416,1659
228,3.694981725,2.804060863,2.244121323,2.378313961,2.00587284,2.996684648,5.787161818,4.61349732,2.600281418,0.133782885,1.904283056,67,34,34,0,38,565,612,381,2376,1545,1469
228.5,3.937757746,3.544571134,2.281495288,3.501275338,3.393551926,2.583502425,1.847369695,0.593634334,5.342978134,4.518420602,0.438558927,-60,34,34,3,23,1444,648,2374,1311,1102,1145
229,2.794835269,3.011541902,3.194096513,3.59503958,2.21424234,3.818213022,2.467833277,1.280140793,3.194649102,5.253011147,3.438065747,-112,34,34,2,27,1269,1719,1640,1062,1428,1798
229.5,3.34461818,3.823964043,2.58812036,3.371133959,3.256172468,3.115110554,0.004538151,0.705121625,1.048393249,2.290877554,2.14822071,-170,34,34,2,26,1792,1898,2390,56,1250,1267
230,2.702990304,3.560354026,2.741412388,2.815398031,3.16311462,2.673576673,0.761982396,5.920882885,1.290499306,2.655152391,3.86400072,49,34,34,3,18,1213,668,1190,1234,1877,1065
230.5,2.058627561,3.905638934,3.539487027,3.795210959,2.491817528,2.371142931,0.004230944,4.551639322,4.291844155,3.956693839,3.820269534,32,34,34,2,34,1118,278,1499,871,1160,1451
231,3.913332147,3.041927398,2.92474218,3.79206469,2.464114445,3.603235859,1.428836913,2.520196584,5.831552196,2.832479001,4.104115335,-82,34,34,2,17,352,1460,191,1481,1375,1831
231.5,3.953691955,2.37620233,2.556889471,3.753924449,2.291289632,2.651498215,4.523405983,4.32392493,0.697903614,1.649126516,5.772777313,130,34,34,2,6,291,1690,1579,1038,1523,1817
232,2.304019137,2.152585244,2.173160118,3.061871495,2.857157533,3.252777286,3.007107466,0.337029265,4.333500742,5.665578852,0.623925969,-109,34,34,2,15,349,1476,539,2343,1778,1606
232.5,3.125895315,3.793465376,3.437724187,3.3202218,3.434923023,3.67732054,4.068277627,3.879170828,1.785516001,2.716862499,4.788594549,81,34,34,0,14,488,2072,536,1450,1845,1462
233,2.525079933,2.822394442,3.388250453,3.396969759,2.311914272,3.771117286,1.18090977,0.0638077,0.327102276,1.608241407,5.564118269,80,34,34,2,31,1314,1708,346,421,1022,1358
233.5,3.043758038,3.296407907,2.201408286,2.573144887,3.435658047,2.194811901,1.848384882,1.924022742,2.583397586,0.328296484,1.247026525,-97,34,34,2,32,949,1534,329,2165,1010,1213
234,2.231653794,3.130971495,3.171350714,2.461854078,2.890356165,2.628346328,1.966053751,0.796305403,2.229333298,0.355296538,2.420787768,-106,34,34,3,34,293,717,422,194,1589,1126
234.5,3.739553828,3.502320342,2.457455033,2.929213906,2.979128881,3.959181747,1.038983492,0.288858399,4.064584385,2.984017621,1.519487028,-5,34,34,1,7,928,282,300,2141,1314,1900
235,2.729553244,3.354098933,2.389177251,3.327035661,2.950118766,3.221339059,5.268976056,4.403725176,3.279804603,5.057856929,5.091045147,-98,34,34,3,2,2188,1977,2104,1496,1271,1200
235.5,2.700332036,3.385831168,3.91134138,2.280650551,2.804904607,3.385363746,0.069125268,3.399347947,2.907513488,5.213159484,2.592558504,13,34,34,1,32,47,1195,2262,208,1985,1769
236,3.15395455,3.283219373,2.000576279,2.994627538,2.121942845,3.144743661,1.711983216,0.433024246,5.25038303,1.375485507,2.15157329,-49,34,34,3,31,1358,241,828,2195,1524,1882
236.5,2.863259253,3.924430438,3.023524678,3.225813479,3.786151527,2.332029358,5.83454748,5.178001947,4.576991635,2.856701481,1.915285233,145,34,34,3,25,1474,377,750,1282,1155,1431
237,2.326192207,3.66496464,3.573149477,3.386304786,3.540302129,3.272273768,3.100264164,4.116329367,1.431267483,3.816895163,0.244124347,69,34,34,3,0,1735,0,2139,629,1629,1311
237.5,2.828901623,2.11376798,2.435618796,2.659273187,2.785410801,3.390792776,4.275564935,1.491217353,4.211383369,5.30467173,2.931446893,58,34,34,1,28,1869,1009,988,15,1490,1216
238,3.832363355,3.786070027,3.906831497,2.682827489,3.031693905,2.174082455,5.085801941,2.700208034,3.28672535,1.144349541,4.433992002,-108,34,34,0,27,961,948,1684,243,1120,1768
238.5,2.995279187,3.553214045,3.168372886,3.183675865,3.439617428,2.003343552,3.591038009,3.810438226,4.074540362,5.466065649,5.47963439,26,34,34,3,32,719,1466,181,361,1118,1320
239,3.104681281,2.229263623,2.899946446,2.06868423,3.511399929,3.886917619,0.493936115,1.523207616,0.79064875,4.360916788,4.015434185,48,34,34,1,23,154,2080,617,456,1522,1520
239.5,2.172158102,2.720230145,2.649939475,2.449362392,3.164609493,3.453402037,0.83251563,5.206113009,3.900813,3.737558595,0.247852343,147,34,34,2,1,428,1230,54,2164,1405,1004
240,2.137193379,2.941697594,2.746739353,3.318777815,3.988196234,3.512562968,5.863376806,0.529676614,4.971222162,2.411506235,5.359418413,-53,34,34,1,33,273,234,2383,685,1141,1706
240.5,2.924653177,2.311263006,2.633008644,2.427325404,2.953594761,2.744256473,3.898864519,3.170179278,4.813639639,2.298003828,4.644613973,-122,34,34,2,14,1565,2333,2396,1025,1398,1998
241,2.771709835,3.547782451,2.588575644,2.762912458,3.941778751,2.664679502,4.528904284,1.23195842,4.739931612,0.063245316,0.832807111,-107,34,34,1,14,50,459,1638,805,1145,1714
241.5,3.412436612,2.800378062,2.522490662,3.764364735,2.21255886,3.266523222,4.756300783,4.104056373,3.145241346,3.427247982,0.56977579,132,34,34,3,35,1871,1795,1713,286,1737,1801
242,3.208352888,3.594241213,2.409268785,2.094641972,2.539894678,3.630577065,4.456719006,2.389771786,4.605241669,4.978094214,1.913476961,91,34,34,1,4,486,1898,877,247,1930,1798
242.5,3.385397262,2.483341505,3.148038107,3.773961474,3.476921343,2.339099061,1.886999746,1.712525765,2.906604534,5.913655748,0.406562554,174,34,34,2,36,1542,1884,1248,574,1649,1329
243,3.154664308,2.947664494,2.229153089,2.707709687,3.235308595,3.694148023,2.466238907,1.113609962,4.746270717,4.751095235,2.087974613,-72,34,34,0,40,1165,1240,1945,2356,1706,1316
243.5,3.014398047,3.858820468,2.063211503,2.734337293,3.488001101,3.723976454,0.713533711,5.361682031,3.40863691,3.267431754,4.044099264,-21,34,34,1,29,398,559,1399,2178,1387,1491
244,2.080793016,2.843509493,2.44917905,3.511388974,2.951893386,3.431855734,3.419330058,0.892701584,3.604638516,1.456944207,2.392592964,148,34,34,1,22,1549,1655,906,2368,1947,1064
244.5,3.956122323,2.834160967,3.116406939,2.264972742,2.56044796,3.085593667,1.980208258,5.742619012,3.598278689,1.031581434,0.494728219,126,34,34,0,11,8,1612,1097,1712,1239,1818
245,2.40997699,2.669542891,2.437084071,2.213615062,2.264220173,2.555727717,0.438115368,5.463597796,5.78175539,2.869112261,3.290679299,44,34,34,0,7,1570,2272,169,150,1053,1685
245.5,3.734434734,3.286652469,2.552384665,2.695737044,2.610392689,2.897618597,0.940271392,0.176383532,2.679681488,0.433554392,2.561135999,-93,34,34,2,1,2305,1260,710,2055,1068,1274
246,3.331278022,2.714688662,3.824376391,3.60228639,3.052544785,3.381388888,5.460787752,0.304892797,0.465101129,3.512452798,4.006935933,-44,34,34,2,3,988,915,2188,12,1433,1376
246.5,3.586221149,3.255026152,3.484936909,3.986546309,2.361209632,2.228967569,5.239599475,3.892954764,2.192506143,2.661118009,4.234160242,37,34,34,1,19,1508,1436,664,927,1316,1448
247,3.158070341,2.102426915,2.397768935,2.495833539,2.993961023,2.251213554,4.372161185,5.672300858,5.351440381,5.759421159,5.471614392,20,34,34,3,32,1118,318,268,1383,1409,1255
247.5,3.956244036,2.100853666,2.353445974,3.811528697,2.542406275,3.601972182,2.21396323,3.097034579,4.697802404,1.795679315,5.620845694,2,34,34,2,26,2252,2266,1523,2012,1361,1914
248,3.570194177,2.124463673,3.466425466,2.014883679,2.263294203,2.784338762,3.727683518,3.512576085,5.252552094,0.943400878,4.370731699,-153,34,34,0,45,1778,118,1074,263,1668,1380
248.5,3.454844624,3.162532723,3.089467617,2.911956135,2.211286234,2.799998066,3.901052536,2.556982079,2.931222252,3.794410526,5.98004224,-11,34,34,1,44,940,188,234,767,1217,1950
249,3.127657188,2.970463655,2.684592973,3.320677301,2.505616115,3.386517544,4.757810099,5.93794361,4.252701606,2.196353947,1.09396036,12,34,34,2,11,1344,2195,1082,602,1260,1855
249.5,3.804215896,3.812579172,3.136000377,3.146941063,2.362994997,2.944532482,2.94791997,5.658565909,0.807396114,2.393198137,1.863389286,11,34,34,2,22,87,24,51,368,1518,1539
250,2.314076918,2.261540497,3.26369015,2.601023873,2.456814798,2.987893181,3.39686529,2.011338142,2.356746136,5.067886063,0.535899031,-171,34,34,1,20,116,2387,1086,1694,1499,1684
250.5,3.774687804,3.427221058,3.308991845,3.007488364,3.920087657,2.608974099,0.115306744,5.262008354,2.228307417,5.643542239,4.477235844,-114,34,34,1,36,1071,1786,457,1568,1269,1442
251,3.358789659,3.628141012,2.061497918,2.455817726,2.490548557,2.61104131,2.263622781,1.421944384,0.974740244,1.422876603,2.255262038,104,34,34,2,27,2259,1236,2127,2044,1347,1350
251.5,2.25851189,3.147050326,2.905976785,2.99066315,3.716091763,3.557584097,2.983260931,1.468046161,5.042541151,3.911892871,0.486022848,-58,34,34,0,38,265,543,860,443,1660,1790
252,2.543040366,2.841163746,2.289774302,2.567243063,3.33638198,3.634781859,1.329621718,1.901270749,0.101924447,3.609838791,1.451968224,29,34,34,3,15,854,2360,646,1395,1866,1029
252.5,3.563361193,3.360675261,2.204114522,3.593785002,2.262704217,2.524854555,5.514642615,2.843943712,1.48417166,2.132259721,1.537443208,24,34,34,0,2,2369,305,1299,1648,1404,1135
253,2.088758739,3.632021888,2.115210537,2.291913648,3.329463809,2.300588069,1.025571554,2.283942576,4.293954037,5.631125184,0.993490381,81,34,34,2,17,1645,964,1978,2321,1478,1208
253.5,2.792528902,3.522522137,3.790721925,3.112972683,2.094642477,2.676296085,2.156401727,1.047632077,2.967061612,2.615388634,1.442299553,-158,34,34,3,18,2049,787,1963,2180,1184,1267
254,3.386860343,3.921198377,2.597235852,3.996830366,2.811181687,2.398809242,4.345737222,0.164000163,2.241190383,1.289600273,3.168302365,-126,34,34,1,20,561,1263,304,1460,1416,1544
254.5,3.897434,3.368745906,2.485204196,3.258908115,2.734684935,3.826748566,1.563411564,0.338710447,1.578265221,5.429752334,0.139832567,-131,34,34,1,14,2229,1038,1576,159,1113,1257
255,3.547716109,3.800635213,3.16799291,3.146843531,2.847140797,3.446212972,1.539018197,0.768046575,0.394444313,0.209464846,0.886150246,-155,34,34,3,20,936,2134,205,1525,1260,1077
255.5,2.968346741,3.933546323,3.441717179,3.382190177,3.545437927,2.989801291,3.693479026,4.153763966,1.746564885,4.62304982,0.065267436,170,34,34,0,16,318,1686,126,74,1367,1396
256,3.567012682,2.902221398,2.041992338,2.982253851,2.102575909,2.338604975,4.951481895,0.466049236,3.199316665,1.82757643,4.829134015,-138,34,34,2,30,779,927,1128,2331,1409,1797
256.5,2.635791298,2.984704785,3.96196238,2.194959017,2.122530898,3.141865483,2.797144749,5.480119469,4.578020656,1.567773961,0.159527734,53,34,34,0,41,246,908,1485,1022,1573,1321
257,2.944586039,3.353638292,3.688818549,3.163222852,2.955683688,2.687035764,3.318722991,1.654755502,3.444902675,5.270058815,1.203100231,23,34,34,1,25,1864,2320,1373,1139,1265,1833
257.5,2.038049938,3.257570822,3.931581909,2.780423243,3.307611732,3.881526132,4.090948731,0.125918157,2.346134055,3.557170613,5.645639013,117,34,34,3,14,967,2218,1420,1531,1764,1320
258,3.519855221,2.804444498,2.356401053,2.332243348,2.204740131,2.646999032,0.817993894,5.355450162,2.63775786,0.178930966,2.380736928,162,34,34,1,22,423,672,2377,1874,1394,1900
258.5,3.86019594,3.457273298,3.957914297,3.481959769,2.889747619,2.614530091,5.950918274,1.396790791,5.444395739,3.508471796,0.995243423,-65,34,34,2,32,463,1428,1188,867,1937,1113
259,2.202588094,2.343649765,2.772322027,2.492336375,3.09612516,2.802051948,0.52564277,0.329184997,2.570613518,2.207316116,1.242959842,-37,34,34,1,14,1541,1115,262,1630,1886,1741
259.5,2.76389611,2.561811971,2.763209664,3.928934241,3.225846176,3.394208153,0.243765606,4.644085882,3.508397735,3.502800767,3.942776375,101,34,34,1,18,242,1070,1716,2176,1518,1074
260,2.524848513,3.508750647,3.802677293,3.606954629,3.89874987,2.956815278,1.304880233,3.219678035,4.252026414,0.230731157,5.725626809,44,34,34,2,36,1527,1267,11,813,1490,1740
260.5,3.427940338,2.260392221,3.767796119,2.611634354,3.485281954,2.673807285,3.493573043,3.382791143,5.592614514,5.365464193,5.363820395,126,34,34,1,12,282,1995,1458,2188,1127,1545
261,3.979264161,3.907140447,2.666502409,2.119974581,2.739993217,3.466921739,2.974641769,2.41756719,2.702493279,5.329545685,5.480337039,103,34,34,1,36,1771,2123,326,824,1154,1622
261.5,3.574405127,2.730167823,3.740732534,2.14628626,2.76098723,2.706109812,3.201651386,2.564182083,2.302603432,0.372890391,1.438678145,-143,34,34,1,24,394,1604,1507,1280,1453,1372
262,3.273210075,3.006049812,3.309241258,2.613115555,3.270407522,3.537273067,0.801816941,1.658475104,3.62678458,3.246756194,3.217603932,-177,34,34,2,18,534,271,1846,419,1786,1925
262.5,3.823639385,2.604346478,2.377136254,3.649988141,3.948238059,2.077021318,1.326099274,4.743687975,0.846537341,2.940744977,2.368291791,-104,34,34,2,16,1528,2043,833,590,1559,1526
263,3.002325548,3.721421643,3.086463408,3.745401852,3.216848035,3.028255865,2.883119403,1.334107376,4.329974916,3.077027045,4.781846196,16,34,34,1,18,869,629,171,1570,1690,1757
263.5,2.715601948,2.185985081,3.633592367,3.553949815,2.794910355,3.541209634,0.648840511,0.717731593,5.975270806,4.56385894,5.459732342,-158,34,34,0,24,1497,195,1326,1898,1303,1089
264,3.038156971,3.987152129,2.702598293,3.446259419,2.743711956,3.326728281,2.299130449,4.627084392,2.841408519,0.238011638,1.958550799,-171,34,34,0,16,167,1230,304,968,1310,1176
264.5,2.952682748,2.712052198,2.102582686,2.262575134,3.026313262,2.886452189,1.109651263,2.210950793,2.061760179,2.365152259,2.73172432,33,34,34,2,34,2274,1776,328,1476,1767,1362
265,3.252194037,2.089662199,3.270103411,2.543049352,3.183635808,2.855979945,4.118808477,4.354086624,1.035271196,2.983768993,5.968741109,-12,34,34,1,19,1193,914,1833,1519,1402,1278
265.5,3.244441404,2.473307226,2.71862693,2.595182417,3.675822588,2.390076326,2.296284813,0.942164332,5.43534678,1.826630916,5.674326689,-140,34,34,1,16,1481,2071,1556,2009,1190,1881
266,3.997365728,2.8069916,3.403839062,3.323974326,2.287867344,3.581012099,2.507200375,5.296127105,5.182045931,0.259226761,0.982931324,-85,34,34,2,11,2297,2015,2316,1428,1746,1919
266.5,3.474051706,3.003730045,3.773600834,3.020845977,3.564541894,3.372559777,5.586581348,3.398427164,1.218212958,0.274813483,2.870886903,52,34,34,2,33,2290,1943,2184,1956,1479,1854
267,2.417525803,2.852377083,3.74656799,3.0573174,2.286425801,2.933211413,0.117086761,1.115892391,3.569319541,1.071026675,4.691757491,-105,34,34,3,20,2172,689,1230,2149,1825,1687
267.5,3.918555533,3.19950609,2.33722305,3.707929903,2.292897708,3.22888619,2.993536625,2.050027076,1.686619741,5.832215326,1.559964953,-8,34,34,3,43,2071,251,52,2343,1953,1428
268,2.161500078,3.403328343,2.698455388,2.370297282,2.080733438,3.348448841,1.269937151,2.5609908,3.343027233,0.709819679,2.043791848,106,34,34,1,43,1286,1085,512,1697,1482,1531
268.5,3.725399129,2.622143333,2.584048917,2.966449371,2.396357643,2.847105297,1.716534219,2.70909197,5.243535994,1.907331044,2.073271981,179,34,34,1,16,1280,157,1724,2265,1903,1330
269,3.488015881,3.585245294,2.57471924,2.824687746,3.059264649,3.955206888,5.245817126,5.228688608,1.569998496,4.701611468,3.649060354,171,34,34,3,30,1490,1394,2134,1297,1234,1587
269.5,3.16474386,3.135807141,3.254178795,2.827640321,2.926065098,2.467151146,3.087993792,0.643533244,1.656435055,5.670777897,3.150193119,-1,34,34,0,11,2270,411,1707,698,1366,1357
270,2.301493333,3.419956905,2.645615513,3.498508234,3.539518634,3.764231438,5.305335069,2.645091788,4.060688506,4.178897383,4.405775547,-40,34,34,2,39,2023,674,2382,401,1039,1169
270.5,3.512881638,3.731402394,2.735371579,3.379020392,3.151557305,3.353054827,1.559146919,5.125581826,5.084144297,1.400739424,2.49449782,152,34,34,3,18,1893,1154,1873,1573,1771,1572
271,2.508807568,2.664187746,3.276950636,3.828038951,3.043557893,3.179463067,4.204180523,1.79072407,0.897851488,4.452373115,5.762047018,-149,34,34,1,18,2367,268,2321,1679,1365,1773
271.5,2.744788897,3.336869236,3.40667952,3.2645708,3.231909778,2.545209971,2.372378063,2.542634771,2.82322588,2.146796842,1.762999492,23,34,34,1,37,420,670,791,2066,1192,1762
272,2.622264993,3.378794524,2.133257158,3.686786484,3.427982591,3.767969338,4.628547875,1.357864111,4.676398125,0.8130769,4.448433791,-58,34,34,0,27,2182,1686,518,1774,1120,1087
272.5,3.265400421,3.648927433,3.850898127,2.892810652,2.522459584,3.883208688,4.025720517,4.092983076,5.540544091,3.141288644,0.879055782,-158,34,34,1,10,1082,1690,1005,2077,1820,1261
273,3.791528549,2.852616853,3.122100873,2.176022066,3.106334679,2.504087106,2.640484328,1.69457891,4.309632412,1.834718619,2.324454038,136,34,34,2,28,910,2182,2266,2075,1295,1680
273.5,3.664381518,2.84722867,2.009025148,3.040681161,3.801918585,3.773135522,1.124378472,3.158530991,4.11908155,3.1159004,1.107156325,65,34,34,3,36,2060,950,337,1040,1006,1880
274,3.779580798,2.945199685,3.474389585,2.908158059,3.024706804,2.581361484,3.581369185,4.82335609,5.39888564,5.891978886,0.127998876,140,34,34,3,5,1820,1323,1012,2257,1527,1838
274.5,3.873950641,3.978701994,3.024536506,2.617810644,2.495819937,3.850297178,3.048649657,0.765136478,3.545052344,5.364686367,4.890493462,110,34,34,0,24,2042,492,1798,732,1903,1383
275,3.698888381,3.003425496,3.272292281,2.890550094,3.965536649,2.618331252,5.887725513,3.354563732,1.785250716,2.798608773,3.739261449,62,34,34,2,6,877,1053,1715,881,1576,1800
275.5,2.432729862,3.659492247,3.088382186,3.22014055,3.982047661,2.004157649,5.754035679,2.901238081,1.661329658,3.633272529,1.793745047,-88,34,34,2,7,1164,2135,2041,1790,1136,1819
276,2.067829829,2.259916613,3.095015896,3.685519592,2.190190905,3.788551748,3.385436296,5.795885846,4.100799137,3.048220058,4.788954911,-48,34,34,3,6,645,665,1363,1350,1596,1824
276.5,3.26466589,3.421550399,3.43523704,3.693354456,3.713464932,2.336892689,5.508151009,5.930974097,5.966939811,1.958826964,1.308358125,-95,34,34,3,27,644,321,1947,956,1916,1544
277,3.317308629,2.394235629,2.943081271,2.438056385,3.189118635,2.806379684,1.884843884,2.881783362,5.065553102,2.105739602,5.404003656,55,34,34,2,23,154,310,335,2283,1119,1524
277.5,3.866687267,3.853994549,2.868865228,2.223030954,2.091034708,3.149895936,1.652884614,0.163636662,4.966198336,4.073866936,1.289200359,-40,34,34,1,39,1253,590,1627,1398,1812,1401
278,2.3949872,3.988618912,3.283246412,2.761297902,2.825282795,2.642173904,1.058680073,5.547963061,4.125255255,5.639727599,2.734754335,119,34,34,2,25,2125,971,642,1942,1893,1161
278.5,2.379784842,3.150635063,3.402065088,2.183263421,2.977824981,3.756278828,3.167603515,5.510186688,2.908493342,2.696363282,5.307515975,103,34,34,3,15,2199,1132,1223,1006,1429,1018
279,2.452828477,3.98821805,2.824294516,2.704883418,3.747357806,3.861186201,1.87629613,5.700638571,1.786034639,5.274729387,2.640565556,-166,34,34,1,4,1689,2387,221,1103,1857,1698
279.5,2.428564735,3.789096331,3.771365491,3.903898455,2.415232062,3.987924717,4.219884813,2.246282794,4.918263344,0.071745643,4.865044817,-18,34,34,1,32,1858,1383,1539,2249,1704,1313
280,2.383486848,2.254153826,2.90956144,3.680423727,3.381425577,2.434133086,4.985172214,3.490446283,1.515576685,1.519258696,3.544398584,-62,34,34,0,37,450,499,1564,1939,1960,1162
280.5,3.702618876,3.079163662,3.598490011,2.928816079,2.1376941,3.379879731,1.636533868,0.282962914,1.672763483,2.126702125,5.231316796,-75,34,34,1,18,1494,1687,119,709,1172,1898
281,2.158954092,2.7588279,3.820822263,3.138848513,3.272861215,3.691619717,3.287240843,1.649058126,0.956398044,0.229152726,5.677274381,-108,34,34,0,18,1787,2023,1451,496,1534,1702
281.5,2.377516855,3.811145266,3.498164477,2.081757585,3.381718486,2.048728497,1.081011815,3.470385955,2.190585282,5.352600796,3.7838768,-63,34,34,3,37,2231,412,1513,461,1654,1286
282,2.963472219,2.851744011,2.758039807,3.52751559,2.902580126,2.540277218,2.828451242,3.026006775,5.601501261,5.214473187,3.014265621,-165,34,34,0,5,336,1391,330,529,1131,1108
282.5,3.40579221,2.131902861,2.035603349,3.559644551,2.915915564,3.308163202,3.838950098,5.877845855,0.896998814,2.379730712,5.846000611,-146,34,34,3,43,2368,1941,121,1422,1626,1375
283,3.99164036,2.366076877,2.383117847,3.815504774,2.157963689,2.850109814,5.098860193,1.54330991,3.329508156,2.183699328,1.990153999,-82,34,34,2,21,2167,1303,1204,923,1591,1624
283.5,2.284246895,3.445299957,2.699322543,3.629511297,3.503601984,3.469015212,4.852388921,5.754298936,4.631764285,0.770494237,1.567280365,-132,34,34,3,11,709,884,1897,1388,1710,1200
284,3.185273847,3.936993747,3.537315564,3.3320107,3.993436189,3.379230042,5.728943077,4.487972049,2.986702931,3.737965706,3.952220697,-43,34,34,2,35,63,85,118,782,1294,1992
284.5,2.640338949,2.565911893,2.147012282,3.264421716,3.605693394,3.582545823,4.821530007,2.229102104,3.125707742,1.157341999,4.621267606,29,34,34,3,42,686,871,448,1469,1357,1841
285,3.457817478,3.72219377,2.049346491,2.235227198,2.947632095,2.590621262,2.038508812,0.775623158,4.810509155,3.878971454,2.573937528,-110,34,34,3,28,872,1503,187,1568,1457,1029
285.5,2.467628244,3.013757184,2.430591231,2.548975415,3.349880184,3.958023822,0.40178259,3.809023279,2.993170952,5.836030646,2.235538703,94,34,34,2,13,1560,442,720,351,1411,1152
286,2.970669326,2.800998569,3.33518032,2.29070246,2.646439948,3.968554911,0.927218637,2.255311268,1.538597873,0.84474086,1.487153762,-112,34,34,1,10,214,1263,807,2350,1162,1307
286.5,3.133744457,3.97589765,2.112092193,3.594473876,2.215277173,3.552053522,0.174622537,3.007122604,4.08888014,1.138258911,5.453580584,-80,34,34,3,11,365,2355,1709,1496,1814,1893
287,3.588482949,2.847065921,3.497239439,2.433659949,3.038649604,3.345455081,4.035117229,2.599414102,3.011932213,3.913717687,0.838796668,-131,34,34,3,8,2117,868,2099,553,1486,1113
287.5,2.552753636,3.818003076,3.431565396,3.33254134,2.609951263,2.259729685,2.169428428,1.014131356,4.874481004,5.418469711,1.842077732,177,34,34,0,32,860,1708,2043,772,1485,1828
288,2.791243348,3.167260704,3.350620592,3.750521286,3.346818515,2.528256951,4.782250352,0.568920036,5.987719233,1.847113055,2.911513024,66,34,34,1,19,2218,1959,2052,1118,1348,1731
